code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
BRO,48.535493,-113.0123595,"Browning, Montana",Browning,MT,United States,,,,Railway Stations,,,,,,0,0
BRP,41.1778522,-73.18734549999999,"Bridgeport, Connecticut",Bridgeport,CT,United States,,,,Railway Stations,,,,,,0,0
BTL,42.3166575,-85.1873018,"Battle Creek, Michigan",Battle Creek,MI,United States,,,,Railway Stations,,,,,,0,0
BUF,42.9071144,-78.72657579999999,"Buffalo (Depew), New York",Depew,NY,United States,,,,Railway Stations,,,,,,0,0
BUR,34.1928002,-118.3517758,"Burbank (Airport), California",Burbank,CA,United States,,,,Railway Stations,,,,,,0,0
BWI,39.1924464,-76.69436,"BWI Rail Station at Thurgood Marshall Airport, Mar",BWI Airport,MD,United States,,,,Railway Stations,,,,,,0,0
CAM,34.24666490000001,-80.6232144,"Camden, South Carolina",Camden,SC,United States,,,,Railway Stations,,,,,,0,0
BYN,41.468392,-84.552363,"Bryan, Ohio",Bryan,OH,United States,,,,Railway Stations,,,,,,0,0
CBR,32.3497681,-97.3822332,"Cleburne, Texas",Cleburne,TX,United States,,,,Railway Stations,,,,,,0,0
CDL,37.73238000000001,-89.2175633,"Carbondale, Illinois",Carbondale,IL,United States,,,,Railway Stations,,,,,,0,0
CBS,43.3407044,-89.0125862,"Columbus, Wisconsin",Columbus,WI,United States,,,,Railway Stations,,,,,,0,0
CEN,38.5278748,-89.1354229,"Centralia, Illinois",Centralia,IL,United States,,,,Railway Stations,,,,,,0,0
CHS,32.8799919,-80.00092819999999,"Charleston, South Carolina",North Charleston,SC,United States,,,,Railway Stations,,,,,,0,0
CHI,41.8787387,-87.6394832,"Chicago (Union Station), Illinois",Chicago,IL,United States,,,,Railway Stations,,,,,,0,0
CHM,40.11578859999999,-88.24120099999999,"Champaign-Urbana, Illlinois",Champaign,IL,United States,,,,Railway Stations,,,,,,0,0
CHW,38.3463227,-81.6384011,"Charleston, West Virginia",Charleston,WV,United States,,,,Railway Stations,,,,,,0,0
CIC,39.7232569,-121.845454,"Chico, California",Chico,CA,United States,,,,Railway Stations,,,,,,0,0
CLB,33.993876,-81.0413228,"Columbia, South Carolina",Columbia,SC,United States,,,,Railway Stations,,,,,,0,0
CIN,39.1098737,-84.53747369999999,"Cincinnati, Ohio",Cincinnati,OH,United States,,,,Railway Stations,,,,,,0,0
CLA,43.3681942,-72.3776683,"Claremont, New Hampshire",Claremont,NH,United States,,,,Railway Stations,,,,,,0,0
CLE,41.5056382,-81.6964335,"Cleveland, Ohio",Cleveland,OH,United States,,,,Railway Stations,,,,,,0,0
CLF,37.8152086,-79.8274577,"Clifton Forge, Virginia",Clifton Forge,VA,United States,,,,Railway Stations,,,,,,0,0
CLT,35.2411121,-80.82307519999999,"Charlotte, North Carolina",Charlotte,NC,United States,,,,Railway Stations,,,,,,0,0
CLP,38.4722763,-77.9936242,"Culpeper, Virginia",Culpeper,VA,United States,,,,Railway Stations,,,,,,0,0
CML,34.2158585,-119.0347031,"Camarillo, California (Trains)",Camarillo,CA,United States,,,,Railway Stations,,,,,,0,0
CMO,43.2166741,-121.7814149,"Chemult, Oregon",Chemult,OR,United States,,,,Railway Stations,,,,,,0,0
LVW,32.4941441,-94.72774899999999,"Longview, Texas",Longview,TX,United States,,,,Railway Stations,,,,,,0,0
LYH,37.4064172,-79.15711,"Lynchburg, Virginia",Lynchburg,VA,United States,,,,Railway Stations,,,,,,0,0
MAC,40.4613428,-90.6709727,"Macomb, Illinois",Macomb,IL,United States,,,,Railway Stations,,,,,,0,0
MAL,48.3597925,-107.8727452,"Malta, Montana",Malta,MT,United States,,,,Railway Stations,,,,,,0,0
MAT,39.482986,-88.3758476,"Mattoon, Illinois",Mattoon,IL,United States,,,,Railway Stations,,,,,,0,0
MAY,38.6520483,-83.77123019999999,"Maysville,  Kentucky",Maysville,KY,United States,,,,Railway Stations,,,,,,0,0
MCB,31.24455369999999,-90.4512453,"McComb, Mississippi",McComb,MS,United States,,,,Railway Stations,,,,,,0,0
MCD,37.3073158,-120.4767196,"Merced, California",Merced,CA,United States,,,,Railway Stations,,,,,,0,0
MCI,41.7208066,-86.9052651,"Michigan City, Indiana",Michigan City,IN,United States,,,,Railway Stations,,,,,,0,0
MCG,31.4434202,-97.4047578,"McGregor, Texas",McGregor,TX,United States,,,,Railway Stations,,,,,,0,0
MDN,41.5394302,-72.80078139999999,"Meriden, Connecticut",Meriden,CT,United States,,,,Railway Stations,,,,,,0,0
MCK,40.1978017,-100.6259104,"McCook, Nebraska",McCook,NE,United States,,,,Railway Stations,,,,,,0,0
MEI,32.3639891,-88.6963131,"Meridian, Mississippi",Meridian,MS,United States,,,,Railway Stations,,,,,,0,0
MDR,36.9743871,-120.0183247,"Madera, California",Madera,CA,United States,,,,Railway Stations,,,,,,0,0
MDT,41.5495327,-89.11793070000002,"Mendota, Illinois",Mendota,IL,United States,,,,Railway Stations,,,,,,0,0
MET,40.5680782,-74.3293379,"Metropark (Iselin), New Jersey",Iselin,NJ,United States,,,,Railway Stations,,,,,,0,0
MHL,32.5515637,-94.367384,"Marshall, Texas",Marshall,TX,United States,,,,Railway Stations,,,,,,0,0
MIA,25.8494915,-80.2579812,"Miami, Florida",Miami,FL,United States,,,,Railway Stations,,,,,,0,0
MJY,40.109246,-76.503563,"Mount Joy, Pennsylvania",Mount Joy,PA,United States,,,,Railway Stations,,,,,,0,0
MIN,32.661931,-95.49030020000001,"Mineola, Texas",Mineola,TX,United States,,,,Railway Stations,,,,,,0,0
MKA,42.9408427,-87.92351269999999,"Milwaukee (General Mitchell Intl Airport), Wiscons",Milwaukee,WI,United States,,,,Railway Stations,,,,,,0,0
MID,40.1933124,-76.7317199,"Middletown, Pennsylvania",Middletown,PA,United States,,,,Railway Stations,,,,,,0,0
MKE,43.0343041,-87.9173783,"Milwaukee, Wisconsin",Milwaukee,WI,United States,,,,Railway Stations,,,,,,0,0
MNG,38.1808399,-81.3237639,"Montgomery, West Virginia",Montgomery,WV,United States,,,,Railway Stations,,,,,,0,0
MOD,37.6689502,-120.9127101,"Modesto, California",Modesto,CA,United States,,,,Railway Stations,,,,,,0,0
MOT,48.2352262,-101.2989016,"Minot, North Dakota",Minot,ND,United States,,,,Railway Stations,,,,,,0,0
MPK,34.2848664,-118.8780516,"Moorpark, California",Moorpark,CA,United States,,,,Railway Stations,,,,,,0,0
TRU,39.3274615,-120.1857121,"Truckee, California",Truckee,CA,United States,,,,Railway Stations,,,,,,0,0
TRK,37.527611,-120.79734,"Turlock-Denair, California",Denair,CA,United States,,,,Railway Stations,,,,,,0,0
TUK,47.4618012,-122.2739982,"Tukwila, Washington",Tukwila,WA,United States,,,,Railway Stations,,,,,,0,0
PLB,44.6964206,-73.4460828,"Plattsburgh, New York",Plattsburgh,NY,United States,,,,Railway Stations,,,,,,0,0
PLO,41.6622552,-88.5382879,"Plano, Illinois",Plano,IL,United States,,,,Railway Stations,,,,,,0,0
PNT,42.6329582,-83.2922365,"Pontiac, Michigan",Pontiac,MI,United States,,,,Railway Stations,,,,,,0,0
POG,43.5470272,-89.4672082,"Portage, Wisconsin",Portage,WI,United States,,,,Railway Stations,,,,,,0,0
POH,44.0423445,-73.4588248,"Port Henry, New York",Port Henry,NY,United States,,,,Railway Stations,,,,,,0,0
POR,43.6539733,-70.29126289999999,"Portland, Maine",Portland,ME,United States,,,,Railway Stations,,,,,,0,0
PON,40.879445,-88.63683259999999,"Pontiac, Illinois",Pontiac,IL,United States,,,,Railway Stations,,,,,,0,0
POS,34.0591136,-117.7513774,"Pomona (Sunset Ltd), California",Pomona,CA,United States,,,,Railway Stations,,,,,,0,0
POU,41.7070902,-73.9376738,"Poughkeepsie, New York",Poughkeepsie,NY,United States,,,,Railway Stations,,,,,,0,0
PRB,35.622392,-120.688166,"Paso Robles, California",Paso Robles,CA,United States,,,,Railway Stations,,,,,,0,0
PRC,37.8570839,-81.05968519999999,"Prince, West Virginia (Beckley)",Prince,WV,United States,,,,Railway Stations,,,,,,0,0
PRK,44.5265409,-73.4090087,"Port Kent, New York",Port Kent,NY,United States,,,,Railway Stations,,,,,,0,0
PSC,46.2368394,-119.08748,"Pasco, Washington",Pasco,WA,United States,,,,Railway Stations,,,,,,0,0
PRO,40.2260676,-111.6639933,"Provo, Utah",Provo,UT,United States,,,,Railway Stations,,,,,,0,0
PSN,33.8976997,-116.5481169,"Palm Springs (Train), California",North Palm Springs,CA,United States,,,,Railway Stations,,,,,,0,0
PTB,37.2432919,-77.427295,"Petersburg, Virginia",Petersburg,VA,United States,,,,Railway Stations,,,,,,0,0
PTH,42.9609763,-82.44217060000001,"Port Huron, Michigan",Port Huron,MI,United States,,,,Railway Stations,,,,,,0,0
PUR,35.0187733,-97.3575295,"Purcell, Oklahoma",Purcell,OK,United States,,,,Railway Stations,,,,,,0,0
PVD,41.829243,-71.413282,"Providence, Rhode Island",Providence,RI,United States,,,,Railway Stations,,,,,,0,0
PVL,34.741411,-97.2188546,"Pauls Valley, Oklahoma",Pauls Valley,OK,United States,,,,Railway Stations,,,,,,0,0
QAN,38.5218364,-77.292829,"Quantico, Virginia",Quantico,VA,United States,,,,Railway Stations,,,,,,0,0
QCY,39.957231,-91.36754979999999,"Quincy, Illinois",Quincy,IL,United States,,,,Railway Stations,,,,,,0,0
RAT,36.9009857,-104.438423,"Raton, New Mexico",Raton,NM,United States,,,,Railway Stations,,,,,,0,0
RDD,40.582844,-122.3933402,"Redding (Amtrak Station), California",Redding,CA,United States,,,,Railway Stations,,,,,,0,0
RDW,44.5665249,-92.53760150000001,"Red Wing, Minnesota",Red Wing,MN,United States,,,,Railway Stations,,,,,,0,0
REN,40.9418811,-87.15424469999999,"Rensselaer, Indiana",Rensselaer,IN,United States,,,,Railway Stations,,,,,,0,0
LWA,47.6065415,-120.6459669,"Leavenworth, WA",Leavenworth,WA,United States,,,,Railway Stations,,,,,,0,0
NYF,43.0728112,-76.2163686,"Syracuse, NY",Syracuse,NY,United States,,,,Railway Stations,,,,,,0,0
RGH,35.7749524,-78.6457635,"Raleigh, North Carolina",Raleigh,NC,United States,,,,Railway Stations,,,,,,0,0
FRC,39.411879,-77.4054515,"Frederick, MD",Frederick,MD,United States,,,,Railway Stations,,,,,,0,0
BCV,38.7973913,-77.29883459999999,"Burke Centre, VA",Burke Centre,VA,United States,,,,Railway Stations,,,,,,0,0
ENC,33.0459082,-117.2928135,"Encinitas, CA",Encinitas,CA,United States,,,,Railway Stations,,,,,,0,0
CBV,33.1608732,-117.3509622,"Carlsbad Village, CA",Carlsbad Village,CA,United States,,,,Railway Stations,,,,,,0,0
POI,33.109235,-117.3188153,"Carlsbad Poinsettia, CA",Carlsbad Poinsettia,CA,United States,,,,Railway Stations,,,,,,0,0
LTM,37.7985118,-121.2648304,"Manteca, CA",Lathrop-Manteca,CA,United States,,,,Railway Stations,,,,,,0,0
SRB,32.8897926,-117.209414,"Sorrento Valley, CA",Sorrento Valley,CA,United States,,,,Railway Stations,,,,,,0,0
PLS,37.6586049,-121.8821735,"Pleasanton, CA",Pleasanton,CA,United States,,,,Railway Stations,,,,,,0,0
VAS,37.694959,-121.718398,"Livermore, CA",Livermore,CA,United States,,,,Railway Stations,,,,,,0,0
TRC,37.6978481,-121.4345303,"Tracy, CA",Tracy,CA,United States,,,,Railway Stations,,,,,,0,0
TXA,33.4199734,-94.0427788,"Texarkana, Arkansas",Texarkana,AR,United States,,,,Railway Stations,,,,,,0,0
TUS,32.22312,-110.9666905,"Tucson, Arizona",Tucson,AZ,United States,,,,Railway Stations,,,,,,0,0
UCA,43.1041444,-75.2232638,"Utica, New York",Utica,NY,United States,,,,Railway Stations,,,,,,0,0
TYR,40.67048,-78.23834769999999,"Tyrone, Pennsylvania",Tyrone,PA,United States,,,,Railway Stations,,,,,,0,0
VAN,45.628744,-122.6866337,"Vancouver, Washington, United States",Vancouver,WA,United States,,,,Railway Stations,,,,,,0,0
VEC,34.2768902,-119.2977127,"Ventura, California",Ventura,CA,United States,,,,Railway Stations,,,,,,0,0
VNC,34.2113708,-118.4483257,"Van Nuys (Amtrak), California",Van Nuys,CA,United States,,,,Railway Stations,,,,,,0,0
WAB,44.3346025,-72.75318109999999,"Waterbury, Vermont",Waterbury,VT,United States,,,,Railway Stations,,,,,,0,0
VRV,34.5373078,-117.2940987,"Victorville, California",Victorville,CA,United States,,,,Railway Stations,,,,,,0,0
WAH,38.5614832,-91.0125537,"Washington, Missouri",Washington,MO,United States,,,,Railway Stations,,,,,,0,0
WAC,35.5942262,-119.3321208,"Wasco, California",Wasco,CA,United States,,,,Railway Stations,,,,,,0,0
WAR,38.7628112,-93.74093090000001,"Warrensburg, Missouri",Warrensburg,MO,United States,,,,Railway Stations,,,,,,0,0
WBG,37.27654270000001,-76.70865599999999,"Williamsburg, Virginia",Williamsburg,VA,United States,,,,Railway Stations,,,,,,0,0
WAS,38.8975799,-77.0061578,"Washington, District of Columbia",Washington,DC,United States,,,,Railway Stations,,,,,,0,0
WDL,43.625502,-89.77534399999999,"Wisconsin Dells, Wisconsin",Wisconsin Dells,WI,United States,,,,Railway Stations,,,,,,0,0
WDB,38.6589297,-77.24704129999999,"Woodbridge, Virginia",Woodbridge,VA,United States,,,,Railway Stations,,,,,,0,0
WEM,43.3240035,-70.61279760000001,"Wells, Maine",Wells,ME,United States,,,,Railway Stations,,,,,,0,0
WEN,47.4213868,-120.3072314,"Wenatchee, Washington",Wenatchee,WA,United States,,,,Railway Stations,,,,,,0,0
WFH,48.4135715,-114.3357669,"Whitefish, Montana",Whitefish,MT,United States,,,,Railway Stations,,,,,,0,0
WFD,41.4573142,-72.8249721,"Wallingford, Connecticut",Wallingford,CT,United States,,,,Railway Stations,,,,,,0,0
WHL,43.555451,-73.4022959,"Whitehall, New York",Whitehall,NY,United States,,,,Railway Stations,,,,,,0,0
WGL,48.4950041,-113.9811091,"West Glacier, Montana",West Glacier,MT,United States,,,,Railway Stations,,,,,,0,0
WIH,45.6604229,-120.9590624,"Wishram, Washington",Wishram,WA,United States,,,,Railway Stations,,,,,,0,0
WIL,39.7369407,-75.55104829999999,"Wilmington, Delaware",Wilmington,DE,United States,,,,Railway Stations,,,,,,0,0
WIN,44.0443131,-91.640154,"Winona, Minnesota",Winona,MN,United States,,,,Railway Stations,,,,,,0,0
WLO,35.0216506,-110.693746,"Winslow, Arizona",Winslow,AZ,United States,,,,Railway Stations,,,,,,0,0
WIP,39.947646,-105.8188779,"Winter Park/Fraser, Colorado",Fraser,CO,United States,,,,Railway Stations,,,,,,0,0
WLN,35.723203,-77.90785300000002,"Wilson, North Carolina",Wilson,NC,United States,,,,Railway Stations,,,,,,0,0
WLY,41.381181,-71.82982299999999,"Westerly, Rhode Island",Westerly,RI,United States,,,,Railway Stations,,,,,,0,0
WMJ,35.2430678,-112.1354454,"Williams Junction, Arizona",Williams Junction,AZ,United States,,,,Railway Stations,,,,,,0,0
WNL,41.9142896,-72.6264927,"Windsor Locks, Connecticut",Windsor Locks,CT,United States,,,,Railway Stations,,,,,,0,0
WND,41.8519014,-72.6415476,"Windsor, Connecticut",Windsor,CT,United States,,,,Railway Stations,,,,,,0,0
WNM,43.4802426,-72.3849681,"Windsor, Vermont",Windsor,VT,United States,,,,Railway Stations,,,,,,0,0
WNN,40.969294,-117.732287,"Winnemucca, Nevada",Winnemucca,NV,United States,,,,Railway Stations,,,,,,0,0
WNR,36.068256,-90.9560103,"Walnut Ridge, Arkansas",Walnut Ridge,AR,United States,,,,Railway Stations,,,,,,0,0
WOB,42.5175767,-71.144826,"Woburn, Massachusetts",Woburn,MA,United States,,,,Railway Stations,,,,,,0,0
WOR,42.2612299,-71.79498199999999,"Worcester, Massachusetts",Worcester,MA,United States,,,,Railway Stations,,,,,,0,0
WPB,26.7125579,-80.0619701,"West Palm Beach, Florida",West Palm Beach,FL,United States,,,,Railway Stations,,,,,,0,0
WPK,28.5974661,-81.3518462,"Winter Park, Florida",Winter Park,FL,United States,,,,Railway Stations,,,,,,0,0
WRJ,43.6482704,-72.31752809999999,"White River Jct., Vermont",White River Jct.,VT,United States,,,,Railway Stations,,,,,,0,0
MPR,44.257038,-72.6077171,"Montpelier, Vermont",Montpelier,VT,United States,,,,Railway Stations,,,,,,0,0
WPT,48.0912087,-105.6415427,"Wolf Point, Montana",Wolf Point,MT,United States,,,,Railway Stations,,,,,,0,0
MRC,33.0563195,-112.0477559,"Maricopa, Arizona",Maricopa,AZ,United States,,,,Railway Stations,,,,,,0,0
MRB,39.4584962,-77.9609179,"Martinsburg, West Virginia",Martinsburg,WV,United States,,,,Railway Stations,,,,,,0,0
MTP,40.9712259,-91.5506408,"Mt. Pleasant, Iowa",Mt. Pleasant,IA,United States,,,,Railway Stations,,,,,,0,0
MSS,38.75013130000001,-77.4727937,"Manassas, Virginia",Manassas,VA,United States,,,,Railway Stations,,,,,,0,0
MSP,44.96301589999999,-93.18462960000001,"St. Paul/Minneapolis, Minnesota",St. Paul,MN,United States,,,,Railway Stations,,,,,,0,0
MTZ,38.0190895,-122.1388315,"Martinez, California",Martinez,CA,United States,,,,Railway Stations,,,,,,0,0
MVW,48.41840510000001,-122.3345414,"Mount Vernon, Washington",Mount Vernon,WA,United States,,,,Railway Stations,,,,,,0,0
MVN,34.3660473,-92.812688,"Malvern, Arkansas",Malvern,AR,United States,,,,Railway Stations,,,,,,0,0
MYS,41.3513203,-71.96319489999999,"Mystic, Connecticut",Mystic,CT,United States,,,,Railway Stations,,,,,,0,0
NBM,41.7883836,-86.73930299999999,"New Buffalo, Michigan",New Buffalo,MI,United States,,,,Railway Stations,,,,,,0,0
NBK,40.4960222,-74.446736,"New Brunswick, New Jersey",New Brunswick,NJ,United States,,,,Railway Stations,,,,,,0,0
NBN,36.1127342,-89.26272569999999,"Newbern-Dyersburg, Tennessee",Newbern,TN,United States,,,,Railway Stations,,,,,,0,0
NCR,38.9514998,-76.8671279,"New Carrollton, Maryland",New Carrollton,MD,United States,,,,Railway Stations,,,,,,0,0
NDL,34.83994790000001,-114.6047964,"Needles, California",Needles,CA,United States,,,,Railway Stations,,,,,,0,0
NEW,38.0470543,-97.3447286,"Newton, Kansas",Newton,KS,United States,,,,Railway Stations,,,,,,0,0
NHL,34.379337,-118.5269201,"Santa Clarita-Newhall, California",Santa Clarita,CA,United States,,,,Railway Stations,,,,,,0,0
NFL,43.1151026,-79.0304794,"Niagara Falls, New York, United States",Niagara Falls,NY,United States,,,,Railway Stations,,,,,,0,0
NLC,41.3542276,-72.0933182,"New London, Connecticut",New London,CT,United States,,,,Railway Stations,,,,,,0,0
NIB,30.0184388,-91.8346772,"New Iberia, Louisiana",New Iberia,LA,United States,,,,Railway Stations,,,,,,0,0
NHV,41.2975206,-72.92660029999999,"New Haven, Connecticut",New Haven,CT,United States,,,,Railway Stations,,,,,,0,0
NLS,41.8373023,-86.2523026,"Niles, Michigan",Niles,MI,United States,,,,Railway Stations,,,,,,0,0
NOR,35.21985610000001,-97.4428672,"Norman, Oklahoma",Norman,OK,United States,,,,Railway Stations,,,,,,0,0
NPV,41.7796382,-88.1455514,"Naperville, Illinois",Naperville,IL,United States,,,,Railway Stations,,,,,,0,0
NPN,37.0228148,-76.4518405,"Newport News, Virginia",Newport News,VA,United States,,,,Railway Stations,,,,,,0,0
NRO,40.9532616,-73.826161,"New Rochelle, New York",New Rochelle,NY,United States,,,,Railway Stations,,,,,,0,0
NSF,35.7947309,-78.7077881,"North Carolina State Fair, North Carolina",Raleigh,NC,United States,,,,Railway Stations,,,,,,0,0
NRK,39.6702916,-75.7530749,"Newark, Delaware",Newark,DE,United States,,,,Railway Stations,,,,,,0,0
NWK,40.73455149999999,-74.16408229999999,"Newark (Penn Station), New Jersey",Newark,NJ,United States,,,,Railway Stations,,,,,,0,0
OAC,37.7524831,-122.19821,"Coliseum/Oakland Airport, Oakland, California",Oakland,CA,United States,,,,Railway Stations,,,,,,0,0
NYP,40.7522407,-73.99569009999999,"New York (Penn Station), New York",New York,NY,United States,,,,Railway Stations,,,,,,0,0
OKJ,37.793733,-122.271511,"Oakland, California",Oakland,CA,United States,,,,Railway Stations,,,,,,0,0
OKE,27.252296,-80.8299998,"Okeechobee, Florida",Okeechobee,FL,United States,,,,Railway Stations,,,,,,0,0
OKC,35.465359,-97.51277390000001,"Oklahoma City, Oklahoma",Oklahoma City,OK,United States,,,,Railway Stations,,,,,,0,0
OLW,46.9913494,-122.7939413,"Olympia/Lacey, Washington",Lacey,WA,United States,,,,Railway Stations,,,,,,0,0
OLT,32.755617,-117.1998527,"San Diego (Old Town), California",San Diego,CA,United States,,,,Railway Stations,,,,,,0,0
ONA,34.0647609,-117.6484045,"Ontario, California",Ontario,CA,United States,,,,Railway Stations,,,,,,0,0
OMA,41.2497572,-95.9271419,"Omaha, Nebraska",Omaha,NE,United States,,,,Railway Stations,,,,,,0,0
ORC,45.36594729999999,-122.596051,"Oregon City, Oregon",Oregon City,OR,United States,,,,Railway Stations,,,,,,0,0
ORB,43.5148794,-70.375745,"Old Orchard Beach, Maine (Seasonal)",Old Orchard Beach,ME,United States,,,,Railway Stations,,,,,,0,0
ORL,28.5258853,-81.3816432,"Orlando, Florida",Orlando,FL,United States,,,,Railway Stations,,,,,,0,0
OSD,33.19293270000001,-117.3792104,"Oceanside, California",Oceanside,CA,United States,,,,Railway Stations,,,,,,0,0
OSB,41.3002274,-72.3765844,"Old Saybrook, Connecticut",Old Saybrook,CT,United States,,,,Railway Stations,,,,,,0,0
OSC,41.0377487,-93.7656786,"Osceola, Iowa",Osceola,IA,United States,,,,Railway Stations,,,,,,0,0
OTM,41.0190708,-92.4142943,"Ottumwa, Iowa",Ottumwa,IA,United States,,,,Railway Stations,,,,,,0,0
OXN,34.1993342,-119.1762104,"Oxnard, California",Oxnard,CA,United States,,,,Railway Stations,,,,,,0,0
PAR,39.9584182,-75.92118959999999,"Parkesburg, Pennsylvania",Parkesburg,PA,United States,,,,Railway Stations,,,,,,0,0
PAK,29.649806,-81.64014949999999,"Palatka, Florida",Palatka,FL,United States,,,,Railway Stations,,,,,,0,0
PAO,40.0428175,-75.4837077,"Paoli, Pennsylvania",Paoli,PA,United States,,,,Railway Stations,,,,,,0,0
PBF,36.754239,-90.3935728,"Poplar Bluff, Missouri",Poplar Bluff,MO,United States,,,,Railway Stations,,,,,,0,0
PDX,45.528639,-122.676284,"Portland, Oregon",Portland,OR,United States,,,,Railway Stations,,,,,,0,0
PCT,41.3852188,-89.4654819,"Princeton, Illinois",Princeton,IL,United States,,,,Railway Stations,,,,,,0,0
PGH,40.444228,-79.9922328,"Pittsburgh, Pennsylvania",Pittsburgh,PA,United States,,,,Railway Stations,,,,,,0,0
PHL,39.9552303,-75.1823196,"Philadelphia (30th St), Pennsylvania",Philadelphia,PA,United States,,,,Railway Stations,,,,,,0,0
PHN,39.9968553,-75.1547688,"Philadelphia (North), Pennsylvania",Philadelphia,PA,United States,,,,Railway Stations,,,,,,0,0
PIT,42.4514161,-73.2539561,"Pittsfield, Massachusetts",Pittsfield,MA,United States,,,,Railway Stations,,,,,,0,0
PIC,30.5248927,-89.68012949999999,"Picayune, Mississippi",Picayune,MS,United States,,,,Railway Stations,,,,,,0,0
RIC,37.937044,-122.3530907,"Richmond, California",Richmond,CA,United States,,,,Railway Stations,,,,,,0,0
RHI,41.921006,-73.95078099999999,"Rhinecliff, New York",Rhinecliff,NY,United States,,,,Railway Stations,,,,,,0,0
PJC,40.31619140000001,-74.6225702,"Princeton Junction, New Jersey",Princeton Junction,NJ,United States,,,,Railway Stations,,,,,,0,0
RIV,33.9756969,-117.369944,"Riverside, California",Riverside,CA,United States,,,,Railway Stations,,,,,,0,0
RKV,39.0988096,-77.1541328,"Rockville, Maryland",Rockville,MD,United States,,,,Railway Stations,,,,,,0,0
RMT,35.9381927,-77.7974481,"Rocky Mount, North Carolina",Rocky Mount,NC,United States,,,,Railway Stations,,,,,,0,0
RLN,38.7912937,-121.2371932,"Rocklin, California",Rocklin,CA,United States,,,,Railway Stations,,,,,,0,0
RNO,39.5286667,-119.811731,"Reno, Nevada",Reno,NV,United States,,,,Railway Stations,,,,,,0,0
ROM,43.1995549,-75.4500455,"Rome, New York",Rome,NY,United States,,,,Railway Stations,,,,,,0,0
ROC,43.1635205,-77.60823959999999,"Rochester, New York",Rochester,NY,United States,,,,Railway Stations,,,,,,0,0
ROY,42.489273,-83.1476134,"Royal Oak, Michigan",Royal Oak,MI,United States,,,,Railway Stations,,,,,,0,0
RPH,43.92276409999999,-72.664886,"Randolph, Vermont",Randolph,VT,United States,,,,Railway Stations,,,,,,0,0
RSV,38.7499586,-121.2862853,"Roseville, California",Roseville,CA,United States,,,,Railway Stations,,,,,,0,0
RSP,44.9947124,-73.3706005,"Rouses Point, New York",Rouses Point,NY,United States,,,,Railway Stations,,,,,,0,0
RTL,40.310597,-88.158909,"Rantoul, Illinois",Rantoul,IL,United States,,,,Railway Stations,,,,,,0,0
RTE,42.2103989,-71.1475772,"Westwood, Route 128 Station, Massachusetts",Westwood,MA,United States,,,,Railway Stations,,,,,,0,0
RUG,48.3691947,-99.9988137,"Rugby, North Dakota",Rugby,ND,United States,,,,Railway Stations,,,,,,0,0
RUD,43.6057581,-72.98175499999999,"Rutland, Vermont",Rutland,VT,United States,,,,Railway Stations,,,,,,0,0
RVM,37.534264,-77.4293809,"Richmond (Main St), Virginia",Richmond,VA,United States,,,,Railway Stations,,,,,,0,0
SAC,38.5842035,-121.5003777,"Sacramento, California",Sacramento,CA,United States,,,,Railway Stations,,,,,,0,0
RVR,37.6177897,-77.49683499999999,"Richmond (Staples Mill Rd), Virginia",Richmond,VA,United States,,,,Railway Stations,,,,,,0,0
SAB,44.812273,-73.08608,"St. Albans, Vermont",St Albans,VT,United States,,,,Railway Stations,,,,,,0,0
SAL,35.6676738,-80.4660403,"Salisbury, North Carolina",Salisbury,NC,United States,,,,Railway Stations,,,,,,0,0
SAN,32.7166066,-117.1695229,"San Diego (Downtown), California",San Diego,CA,United States,,,,Railway Stations,,,,,,0,0
SAO,43.4959856,-70.4478656,"Saco, Maine",Saco,ME,United States,,,,Railway Stations,,,,,,0,0
SAR,43.0828586,-73.81016679999999,"Saratoga Springs, New York",Saratoga Springs,NY,United States,,,,Railway Stations,,,,,,0,0
SAS,29.4193359,-98.47802109999999,"San Antonio, Texas",San Antonio,TX,United States,,,,Railway Stations,,,,,,0,0
SAV,32.084594,-81.148804,"Savannah, Georgia",Savannah,GA,United States,,,,Railway Stations,,,,,,0,0
SBG,27.4965597,-81.4342724,"Sebring, Florida",Sebring,FL,United States,,,,Railway Stations,,,,,,0,0
SBA,34.4136587,-119.6927852,"Santa Barbara, California",Santa Barbara,CA,United States,,,,Railway Stations,,,,,,0,0
SBY,48.505297,-111.8532848,"Shelby, Montana",Shelby,MT,United States,,,,Railway Stations,,,,,,0,0
SCD,45.5667246,-94.14806159999999,"St. Cloud, Minnesota",St. Cloud,MN,United States,,,,Railway Stations,,,,,,0,0
SCH,29.745054,-90.8123119,"Schriever, Louisiana",Schriever,LA,United States,,,,Railway Stations,,,,,,0,0
SDL,30.2784718,-89.782558,"Slidell, Louisiana",Slidell,LA,United States,,,,Railway Stations,,,,,,0,0
SEA,47.5985212,-122.3298051,"Seattle (Amtrak), Washington",Seattle,WA,United States,,,,Railway Stations,,,,,,0,0
SDY,42.814559,-73.9427449,"Schenectady, New York",Schenectady,NY,United States,,,,Railway Stations,,,,,,0,0
SED,38.7044609,-93.2282613,"Sedalia, Missouri",Sedalia,MO,United States,,,,Railway Stations,,,,,,0,0
SFA,28.8048751,-81.28889029999999,"Sanford (Auto Train), Florida",Sanford,FL,United States,,,,Railway Stations,,,,,,0,0
